ID,basionymID,scientificName,authorship,rank,uninomial,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,status,referenceID,publishedInPage,remarks
226,226,Tarsotinthia,"Arita & Gorbunov, 2003",genus,Tarsotinthia,,,,,,Arita_Gorbunov_2003b,136,
227,227,Tarsotinthia albogastra,"Arita & Gorbunov, 2003",species,,Tarsotinthia,,albogastra,,,Arita_Gorbunov_2003b,137,
228,228,Pennisetiini,"Naumann, 1971",tribe,Pennisetiini,,,,,,Naumann_1971,55,
229,229,Bembeciini,"Niculescu, 1964",tribe,Bembeciini,,,,,,Niculescu_1964,34,
230,230,Pennisetia,"Dehne, 1850",genus,Pennisetia,,,,,,Dehne_1850,28,
231,231,Anthrenoptera,"Swinhoe, 1892",genus,Anthrenoptera,,,,,,Swinhoe_1892,35,
232,232,Pennisetia bohemica,"Králícek & Povolný, 1974",species,,Pennisetia,,bohemica,,,Králícek_Povolný_1974,165,
233,234,Pennisetia fixseni,"(Leech, [1889])",species,,Pennisetia,,fixseni,,,Leech_1889a,591,according to Duncan (1937) published April 1889
234,234,Sphecia fixseni,"Leech, [1889]",species,,Sphecia,,fixseni,,,Leech_1889a,591,according to Duncan (1937) published April 1889
235,234,Pennisetia fixseni fixseni,"(Leech, [1889])",subspecies,,Pennisetia,,fixseni,fixseni,,Leech_1889a,Leech [1889],
236,236,Pennisetia fixseni admirabilis,"Arita, 1992",subspecies,,Pennisetia,,fixseni,admirabilis,,Arita_1992b,456,
237,238,Pennisetia hylaeiformis,"(Laspeyres, 1801)",species,,Pennisetia,,hylaeiformis,,,Laspeyres_1801,14,
238,238,Sesia hylaeiformis,"Laspeyres, 1801",species,,Sesia,,hylaeiformis,,,Laspeyres_1801,14,
239,238,Pennisetia hylaeiformis hylaeiformis,"(Laspeyres, 1801)",subspecies,,Pennisetia,,hylaeiformis,hylaeiformis,,Laspeyres_1801,Laspeyres 1801,
240,240,Sphinx apiformis,"Hübner, 1796",species,,Sphinx,,apiformis,,,Hübner_1796_1825,fig. 48,
241,240,Pennisetia apiformis,"(Hübner, 1796)",species,,Pennisetia,,apiformis,,,Hübner_1796_1825,fig. 48,
242,242,Pennisetia anomala,"Dehne, 1850",species,,Pennisetia,,anomala,,,Dehne_1850,28,
243,243,Pennisetia hylaeiformis assimilis,"Arita, 1992",subspecies,,Pennisetia,,hylaeiformis,assimilis,,Arita_1992b,450,
244,244,Pennisetia insulicola,"Arita, 1992",species,,Pennisetia,,insulicola,,,Arita_1992b,458,
245,246,Pennisetia pectinata,"(Staudinger, 1887)",species,,Pennisetia,,pectinata,,,Staudinger_1887c,167,
246,246,Bembecia pectinata,"Staudinger, 1887",species,,Bembecia,,pectinata,,,Staudinger_1887c,167,
247,248,Pennisetia marginatum,"(Harris, 1839)",species,,Pennisetia,,marginatum,,,Harris_1839,309,
248,248,Trochilium marginatum,"Harris, 1839",species,,Trochilium,,marginatum,,,Harris_1839,309,
249,249,Aegeria pleciaeformis,"Walker, 1856",species,,Aegeria,,pleciaeformis,,,Walker_1856,40,
250,249,Pennisetia pleciaeformis,"(Walker, 1856)",species,,Pennisetia,,pleciaeformis,,,Walker_1856,40,
251,251,Aegeria odyneripennis,"Walker, 1856",species,,Aegeria,,odyneripennis,,,Walker_1856,42,
252,251,Pennisetia odyneripennis,"(Walker, 1856)",species,,Pennisetia,,odyneripennis,,,Walker_1856,42,
253,253,Aegeria rubi,"Riley, 1874",species,,Aegeria,,rubi,,,Riley_1874,111,
254,253,Pennisetia rubi,"(Riley, 1874)",species,,Pennisetia,,rubi,,,Riley_1874,111,
255,255,Sesia flavipes,"Hulst, 1881",species,,Sesia,,flavipes,,,Hulst_1881,76,
256,255,Pennisetia flavipes,"(Hulst, 1881)",species,,Pennisetia,,flavipes,,,Hulst_1881,76,
257,257,Bembecia albicoma,"Hulst, 1883",species,,Bembecia,,albicoma,,,Hulst_1883,9,
258,257,Pennisetia marginatum var. albicoma,"(Hulst, 1883)",variety,,Pennisetia,,marginatum,albicoma,,Hulst_1883,9,
259,260,Pennisetia eucheripennis,"(Boisduval, [1875])",species,,Pennisetia,,eucheripennis,,,Boisduval_1875,384,
260,260,Bembecia eucheripennis,"Boisduval, [1875]",species,,Bembecia,,eucheripennis,,,Boisduval_1875,384,
261,262,Pennisetia contracta,"(Walker, 1856)",species,,Pennisetia,,contracta,,,Walker_1856,11,
262,262,Sphecia contracta,"Walker, 1856",species,,Sphecia,,contracta,,,Walker_1856,11,
263,263,Pennisetia fujianensis,"Wang & Yang, 2002",species,,Pennisetia,,fujianensis,,,Wang_Yang_2002,15,
264,264,Pennisetia kumaoides,"Arita & Gorbunov, 2001",species,,Pennisetia,,kumaoides,,,Arita_Gorbunov_2001,154,
265,265,Pennisetia unicingulata,"Arita & Gorbunov, 2001",species,,Pennisetia,,unicingulata,,,Arita_Gorbunov_2001,150,
266,266,Corematosetia,"Kallies & Arita, 2001",genus,Corematosetia,,,,,,Kallies_Arita_2001,226,
267,267,Corematosetia minuta,"Kallies & Arita, 2006",species,,Corematosetia,,minuta,,,Kallies_Arita_2006,375,
268,268,Corematosetia naumanni,"Kallies & Arita, 2001",species,,Corematosetia,,naumanni,,,Kallies_Arita_2001,227,
269,269,Paraglosseciini,"Gorbunov & Eitschberger, 1990",tribe,Paraglosseciini,,,,,,Gorbunov_Eitschberger_1990,289,
270,270,Oligophlebia,"Hampson, [1893]",genus,Oligophlebia,,,,,,Hampson_1893a,201,
271,271,Amphithales,"Meyrick, 1926",genus,Amphithales,,,,,,Meyrick_1926,268,
272,272,Paraglossecia,"Gorbunov, 1988",genus,Paraglossecia,,,,,,Gorbunov_1988b,46,
273,273,Heliodinesesia,"Yang & Wang, 1989",genus,Heliodinesesia,,,,,,Yang_Wang_1989b,236,
274,275,Oligophlebia micra,"(Gorbunov, 1988)",species,,Oligophlebia,,micra,,,Gorbunov_1988b,47,
275,275,Paraglossecia micra,"Gorbunov, 1988",species,,Paraglossecia,,micra,,,Gorbunov_1988b,47,
276,277,Oligophlebia ulmi,"(Yang & Wang, 1989)",species,,Oligophlebia,,ulmi,,,Yang_Wang_1989b,236,
277,277,Heliodinesesia ulmi,"Yang & Wang, 1989",species,,Heliodinesesia,,ulmi,,,Yang_Wang_1989b,236,
278,278,Paraglossecia oliveri,"Gorbunov & Eitschberger, 1990",species,,Paraglossecia,,oliveri,,,Gorbunov_Eitschberger_1990,290,
279,278,Oligophlebia oliveri,"(Gorbunov & Eitschberger, 1990)",species,,Oligophlebia,,oliveri,,,Gorbunov_Eitschberger_1990,290,
280,280,Oligophlebia amalleuta,"Meyrick, 1910",species,,Oligophlebia,,amalleuta,,,Meyrick_1910,219,
281,281,Oligophlebia cristata,"Le Cerf, 1916",species,,Oligophlebia,,cristata,,,Le_Cerf_1916b,11,
282,283,Oligophlebia episcopopa,"(Meyrick, 1926)",species,,Oligophlebia,,episcopopa,,,Meyrick_1926,268,
283,283,Amphithales episcopopa,"Meyrick, 1926",species,,Amphithales,,episcopopa,,,Meyrick_1926,268,
284,285,Oligophlebia fortis,"(Diakonoff, [1968])",species,,Oligophlebia,,fortis,,,Diakonoff_1968,234,"transferred to Oligophlebia by Gorbunov, Krupitsky & Marusov (2017)"
285,285,Bembecia fortis,"Diakonoff, [1968]",species,,Bembecia,,fortis,,,Diakonoff_1968,234,"transferred to Oligophlebia by Gorbunov, Krupitsky & Marusov (2017)"
286,286,Oligophlebia hibiscivora,"Yu, Kallies & Arita, 2022",species,,Oligophlebia,,hibiscivora,,,Yu_Kallies_Arita_2022,70,
287,287,Oligophlebia minor,"Xu & Arita, 2014",species,,Oligophlebia,,minor,,,Xu_Arita_2014,708,
288,288,Oligophlebia nigralba,"Hampson, 1893",species,,Oligophlebia,,nigralba,,,Hampson_1893b,61,
289,289,Oligophlebia subapicalis,"Hampson, 1919",species,,Oligophlebia,,subapicalis,,,Hampson_1919,52,
290,290,Oligophlebia insurgia,"Kallies, 2020",species,,Oligophlebia,,insurgia,,,Kallies_2020,20,
291,291,Isothamnis,"Meyrick, 1935",genus,Isothamnis,,,,,,Meyrick_1935,601,replacement name for Thamnoscelis Meyrick 1935
292,292,Thamnoscelis,"Meyrick, 1935",genus,Thamnoscelis,,,,,,Meyrick_1935,558,preoccupied by Meyrick 1928 (Sesiidae)
293,294,Isothamnis prisciformis,"(Meyrick, 1935)",species,,Isothamnis,,prisciformis,,,Meyrick_1935,558,
294,294,Thamnoscelis prisciformis,"Meyrick, 1935",species,,Thamnoscelis,,prisciformis,,,Meyrick_1935,558,
295,295,Cyanophlebia,"Arita & Gorbunov, 2001",genus,Cyanophlebia,,,,,,Arita_Gorbunov_2001,156,
296,296,Cyanophlebia mandarina,"Arita & Gorbunov, 2001",species,,Cyanophlebia,,mandarina,,,Arita_Gorbunov_2001,157,
297,297,Lophocnema,"Turner, 1917",genus,Lophocnema,,,,,,Turner_1917,78,
298,298,Lophocnema eusphyra,"Turner, 1917",species,,Lophocnema,,eusphyra,,,Turner_1917,79,
299,299,Lophocnema mackeyi,"Kallies, 2020",species,,Lophocnema,,mackeyi,,,Kallies_2020,15,
300,300,Diapyra,"Turner, 1917",genus,Diapyra,,,,,,Turner_1917,79,
301,301,Glossecia,"Hampson, 1919",genus,Glossecia,,,,,,Hampson_1919,113,junior objective synonym of Diapyra Turner 1917
302,303,Diapyra igniflua,"(Lucas, 1894)",species,,Diapyra,,igniflua,,,Lucas_1894,133,
303,303,Sesia igniflua,"Lucas, 1894",species,,Sesia,,igniflua,,,Lucas_1894,133,
304,304,Micrecia,"Hampson, 1919",genus,Micrecia,,,,,,Hampson_1919,113,
305,305,Micrecia methyalina,"Hampson, 1919",species,,Micrecia,,methyalina,,,Hampson_1919,113,
306,306,Micrecia capillaria,"Kallies, 2020",species,,Micrecia,,capillaria,,,Kallies_2020,16,
307,307,Micrecia hawkei,"Kallies, 2020",species,,Micrecia,,hawkei,,,Kallies_2020,18,
308,308,Micrecia kuukuyau,"Kallies, 2020",species,,Micrecia,,kuukuyau,,,Kallies_2020,16,
309,309,Similipepsini,"Špatenka, Laštuvka, Gorbunov, Toševski & Arita, 1993",tribe,Similipepsini,,,,,,Špatenka_Laštuvka_Gorbunov_Toševski_Arita_1993,86,
310,310,Similipepsis,"Le Cerf, 1911",genus,Similipepsis,,,,,,Le_Cerf_1911c,304,
311,311,Vespaegeria,"Strand, [1913]",genus,Vespaegeria,,,,,,Strand_1913,70,
312,312,Similipepsis aurea,"Gaede, 1929",species,,Similipepsis,,aurea,,,Gaede_1929,536,
313,313,Similipepsis ekisi,"Wang, 1984",species,,Similipepsis,,ekisi,,,Wang_1984,86,
314,314,Similipepsis eumenidiformis,"Bartsch, 2008",species,,Similipepsis,,eumenidiformis,,,Bakowski_Bartsch_Kallies_2008,792,
315,315,Similipepsis maromizaensis,"Bartsch, 2008",species,,Similipepsis,,maromizaensis,,,Bakowski_Bartsch_Kallies_2008,793,
316,316,Similipepsis osuni,"Bakowski & Kallies, 2008",species,,Similipepsis,,osuni,,,Bakowski_Bartsch_Kallies_2008,792,
317,318,Similipepsis typica,"(Strand, [1913])",species,,Similipepsis,,typica,,,Strand_1913,71,
318,318,Vespaegeria typica,"Strand, [1913]",species,,Vespaegeria,,typica,,,Strand_1913,71,
319,319,Similipepsis violaceus,"Le Cerf, 1911",species,,Similipepsis,,violaceus,,,Le_Cerf_1911c,304,
320,320,Similipepsis helicellus,"Kallies & Arita, 2001",species,,Similipepsis,,helicellus,,,Kallies_Arita_2001,230,
321,321,Milisipepsis,"Gorbunov & Arita, 1995",genus,Milisipepsis,,,,,,Gorbunov_Arita_1995b,382,resurrected from synonymy with Similipepsis by Gorbunov (2022g)
322,323,Milisipepsis takizawai,"(Arita & Špatenka, 1989)",species,,Milisipepsis,,takizawai,,,Arita_Špatenka_1989,61,retransferred to Milisipepsis by Gorbunov (2022g)
323,323,Similipepsis takizawai,"Arita & Špatenka, 1989",species,,Similipepsis,,takizawai,,,Arita_Špatenka_1989,61,retransferred to Milisipepsis by Gorbunov (2022g)
324,325,Milisipepsis yunnanensis,"(Špatenka & Arita, 1992)",species,,Milisipepsis,,yunnanensis,,,Špatenka_Arita_1992,104,retransferred to Milisipepsis by Gorbunov (2022g)
325,325,Similipepsis yunnanensis,"Špatenka & Arita, 1992",species,,Similipepsis,,yunnanensis,,,Špatenka_Arita_1992,104,retransferred to Milisipepsis by Gorbunov (2022g)
326,327,Milisipepsis bicingulata,"(Gorbunov & Arita, 1995)",species,,Milisipepsis,,bicingulata,,,Gorbunov_Arita_1995e,71,retransferred to Milisipepsis by Gorbunov (2022g)
327,327,Similipepsis bicingulata,"Gorbunov & Arita, 1995",species,,Similipepsis,,bicingulata,,,Gorbunov_Arita_1995e,71,retransferred to Milisipepsis by Gorbunov (2022g)
328,329,Milisipepsis lasiocera,"(Hampson, 1919)",species,,Milisipepsis,,lasiocera,,,Hampson_1919,114,retransferred to Milisipepsis by Gorbunov (2022g)
329,329,Similipepsis lasiocera,"Hampson, 1919",species,,Similipepsis,,lasiocera,,,Hampson_1919,114,retransferred to Milisipepsis by Gorbunov (2022g)
330,330,Milisipepsis taiwanensis,"Arita & Gorbunov, 2001",species,,Milisipepsis,,taiwanensis,,,Arita_Gorbunov_2001,145,retransferred to Milisipepsis by Gorbunov (2022g)
331,331,Milisipepsis unicinctus,"Gorbunov, 2022",species,,Milisipepsis,,unicinctus,,,Gorbunov_2022g,412,
332,332,Gasterostena,"Arita & Gorbunov, 2003",genus,Gasterostena,,,,,,Arita_Gorbunov_2003a,12,
333,333,Gasterostena funebris,"Kallies & Arita, 2006",species,,Gasterostena,,funebris,,,Kallies_Arita_2006,374,
334,334,Gasterostena ikedai,"Arita & Gorbunov, 2003",species,,Gasterostena,,ikedai,,,Arita_Gorbunov_2003a,16,
335,335,Gasterostena rubricincta,"Kallies & Arita, 2006",species,,Gasterostena,,rubricincta,,,Kallies_Arita_2006,372,
336,336,Gasterostena vietnamica,"Arita & Gorbunov, 2003",species,,Gasterostena,,vietnamica,,,Arita_Gorbunov_2003a,13,
337,337,Sesiinae,"Boisduval, 1828",subfamily,Sesiinae,,,,,,Boisduval_1828,29,
338,338,Aegeriinae,"Stephens, 1828",subfamily,Aegeriinae,,,,,,Stephens_1828,136,
339,339,Melittiinae,"Le Cerf, 1917",subfamily,Melittiinae,,,,,,Le_Cerf_1917,148,
340,340,Paranthreninae,"Niculescu, 1964",subfamily,Paranthreninae,,,,,,Niculescu_1964,38,
341,341,Synanthedoninae,"Niculescu, 1964",subfamily,Synanthedoninae,,,,,,Niculescu_1964,34,
342,342,Sesiini,"Boisduval, 1828",tribe,Sesiini,,,,,,Boisduval_1828,29,
343,343,Aegeriini,"Stephens, 1828",tribe,Aegeriini,,,,,,Stephens_1828,136,
344,344,Afrokonini,"Fischer, 2006",tribe,Afrokonini,,,,,,Fischer_2006c,328,replacement name for Euthrenini Fischer 2006
345,345,Euthrenini,"Fischer, 2006",tribe,Euthrenini,,,,,not established,Fischer_2006b,219,unavailable (art. 29.1 ICZN)
346,346,Sesia,"Fabricius, 1775",genus,Sesia,,,,,,Fabricius_1775,547,
347,347,Setia,"Oken, 1815",genus,Setia,,,,,,Oken_1815,749,rejected name (Opinion Nr. 417 ICZN)
348,348,Setia,"Meigen, 1829",genus,Setia,,,,,not established,Meigen_1829_1830,103,incorrect emendation
349,349,Sometia,"Meigen, 1829",genus,Sometia,,,,,not established,Meigen_1829_1830,115,incorrect original spelling (unavailable)
350,350,Trochilium,"Scopoli, 1777",genus,Trochilium,,,,,,Scopoli_1777,414,junior objective synonym of Sesia Fabricius 1775
351,351,Trochilia,"Speyer & Speyer, 1858",genus,Trochilia,,,,,not established,Speyer_Speyer_1858,327,incorrect emendation; preoccupied by Dujardin 1841 (Ciliata)
352,352,Aegeria,"[Fabricius], 1807",genus,Aegeria,,,,,,Fabricius_1807,288,junior objective synonym of Sesia Fabricius 1775
353,353,Sphecia,"Hübner, [1819]",genus,Sphecia,,,,,,Hübner_1816_1826,127,
354,355,Sesia apiformis,"(Clerck, 1759)",species,,Sesia,,apiformis,,,Clerck_1759_1764,fig. 2,
355,355,Sphinx apiformis,"Clerck, 1759",species,,Sphinx,,apiformis,,,Clerck_1759_1764,fig. 2,nec Sphinx apiformis Hübner 1796] ]
356,356,Sphinx apiformis,"Linnaeus, 1761",species,,Sphinx,,apiformis,,,Linnaeus_1760_1761,289,
357,357,Sphinx crabroniformis,"[Denis & Schiffermüller], 1775",species,,Sphinx,,crabroniformis,,,Denis_Schiffermüller_1775,44,
358,357,Sesia crabroniformis,"([Denis & Schiffermüller], 1775)",species,,Sesia,,crabroniformis,,,Denis_Schiffermüller_1775,44,
359,359,Sphinx sireciformis,"Esper, 1782",species,,Sphinx,,sireciformis,,,Esper_1778_1786,208,
360,359,Sesia sireciformis,"(Esper, 1782)",species,,Sesia,,sireciformis,,,Esper_1778_1786,208,
361,361,Sphinx tenebrioniformis,"Esper, 1782",species,,Sphinx,,tenebrioniformis,,,Esper_1778_1786,209,
362,361,Sesia tenebrioniformis,"(Esper, 1782)",species,,Sesia,,tenebrioniformis,,,Esper_1778_1786,209,
363,363,Sphinx vespa,"Retzius, 1783",species,,Sphinx,,vespa,,not established,Retzius_1783,33,incorrect emendation
364,363,Sesia vespa,"(Retzius, 1783)",species,,Sesia,,vespa,,not established,Retzius_1783,33,
365,365,Trochilium brunneipes,"Turati, 1913",species,,Trochilium,,brunneipes,,,Turati_1913,339,
366,365,Sesia apiformis f. brunneipes,"(Turati, 1913)",form,,Sesia,,apiformis,brunneipes,,Turati_1913,339,
367,367,Trochilum brunnea,"Caflisch, 1890",species,,Trochilum,,brunnea,,not established,Caflisch_1890,269,[sic]; infrasubspecific (unavailable)
368,367,Sesia apiformis f. brunnea,"(Caflisch, 1890)",form,,Sesia,,apiformis,brunnea,not established,Caflisch_1890,269,
369,369,Trochilium caflischii,"Standfuss, 1892",species,,Trochilium,,caflischii,,not established,Standfuss_1892,369,infrasubspecific (unavailable)
370,369,Sesia apiformis f. caflischii,"(Standfuss, 1892)",form,,Sesia,,apiformis,caflischii,not established,Standfuss_1892,369,
371,371,Aegeria rhodani,"Mouterde, 1955",species,,Aegeria,,rhodani,,not established,Mouterde_1955,24,infrasubspecific (unavailable)
372,371,Sesia apiformis f. rhodani,"(Mouterde, 1955)",form,,Sesia,,apiformis,rhodani,not established,Mouterde_1955,24,
373,374,Sesia bembeciformis,"(Hübner, [1803-1806])",species,,Sesia,,bembeciformis,,,Hübner_1796_1825,fig. 98,
374,374,Sphinx bembeciformis,"Hübner, [1803-1806]",species,,Sphinx,,bembeciformis,,,Hübner_1796_1825,fig. 98,
375,375,Sphinx crabroniformis,"Lewin, 1797",species,,Sphinx,,crabroniformis,,,Lewin_1797,2,
376,375,Sesia crabroniformis,"(Lewin, 1797)",species,,Sesia,,crabroniformis,,,Lewin_1797,2,
377,377,Sphecia dasypodiformis,"Walker, 1856",species,,Sphecia,,dasypodiformis,,,Walker_1856,12,
378,377,Sesia dasypodiformis,"(Walker, 1856)",species,,Sesia,,dasypodiformis,,,Walker_1856,12,
379,379,Trochilium bredanensis,"Heylaerts, 1883",species,,Trochilium,,bredanensis,,,Heylaerts_1883_1882_1883,xl,overlooked in Pühringer & Kallies (2004)
380,379,Sesia bembeciformis var. bredanensis,"(Heylaerts, 1883)",variety,,Sesia,,bembeciformis,bredanensis,,Heylaerts_1883_1882_1883,xl,overlooked in Pühringer & Kallies (2004)
381,381,Aegeria montelli,"Löfqvist, 1922",species,,Aegeria,,montelli,,,Löfqvist_1922,82,
382,381,Sesia montelli,"(Löfqvist, 1922)",species,,Sesia,,montelli,,,Löfqvist_1922,82,
383,383,Sphecia orophila,"Zukowsky, 1929",species,,Sphecia,,orophila,,,Zukowsky_1929a,20,
384,383,Sesia bembeciformis var. orophila,"(Zukowsky, 1929)",variety,,Sesia,,bembeciformis,orophila,,Zukowsky_1929a,20,
385,385,Aegeria incognita,"Strand, [1927]",species,,Aegeria,,incognita,,not established,Strand_1927,282,infrasubspecific (unavailable)
386,385,Sesia bembeciformis f. incognita,"(Strand, [1927])",form,,Sesia,,bembeciformis,incognita,not established,Strand_1927,282,
387,387,Sphecia fumosa,"Lempke, 1961",species,,Sphecia,,fumosa,,not established,Lempke_1961,175,infrasubspecific (unavailable)
388,387,Sesia bembeciformis f. fumosa,"(Lempke, 1961)",form,,Sesia,,bembeciformis,fumosa,not established,Lempke_1961,175,
389,390,Sesia flavicollis,"(Hampson, [1893])",species,,Sesia,,flavicollis,,,Hampson_1893a,190,
390,390,Sphecodoptera flavicollis,"Hampson, [1893]",species,,Sphecodoptera,,flavicollis,,,Hampson_1893a,190,
391,392,Sesia gloriosa,"(Le Cerf, 1914)",species,,Sesia,,gloriosa,,,Le_Cerf_1914d,421,
392,392,Aegeria gloriosa,"Le Cerf, 1914",species,,Aegeria,,gloriosa,,,Le_Cerf_1914d,421,
393,393,Sphecia mandarina,"Le Cerf, 1916",species,,Sphecia,,mandarina,,,Le_Cerf_1916b,13,
394,393,Sesia mandarina,"(Le Cerf, 1916)",species,,Sesia,,mandarina,,,Le_Cerf_1916b,13,
395,395,Sesia himachalensis,"Kallies & de Freina, 2009",species,,Sesia,,himachalensis,,,Kallies_DeFreina_2009,169,
396,396,Sesia huaxica,"Xu, 1995",species,,Sesia,,huaxica,,,Xu_1995,6,
397,397,Sesia ladakhensis,"Špatenka, 1990",species,,Sesia,,ladakhensis,,,Špatenka_1990,72,
398,398,Sesia nirdhoji,"Petersen & Lingenhöle, 1998",species,,Sesia,,nirdhoji,,,Petersen_Lingenhöle_1998,42,
399,400,Sesia oberthueri,"(Le Cerf, 1914)",species,,Sesia,,oberthueri,,,Le_Cerf_1914d,422,
400,400,Aegeria oberthueri,"Le Cerf, 1914",species,,Aegeria,,oberthueri,,,Le_Cerf_1914d,422,
401,402,Sesia przewalskii,"(Alpheraky, 1882)",species,,Sesia,,przewalskii,,,Alpheraky_1882,18,
402,402,Trochilium przewalskii,"Alpheraky, 1882",species,,Trochilium,,przewalskii,,,Alpheraky_1882,18,
403,403,Sesia ruficollis,"Petersen & Lingenhöle, 1998",species,,Sesia,,ruficollis,,,Petersen_Lingenhöle_1998,44,
404,405,Sesia siningensis,"(Hsu, 1981)",species,,Sesia,,siningensis,,,Hsu_1981,181,
405,405,Sphecia siningensis,"Hsu, 1981",species,,Sphecia,,siningensis,,,Hsu_1981,181,
406,406,Sesia solitera,"Špatenka & Arita, 1992",species,,Sesia,,solitera,,,Špatenka_Arita_1992,103,
407,407,Sesia tibetensis,"Arita & Xu, 1994",species,,Sesia,,tibetensis,,,Arita_Xu_1994b,193,
408,409,Sesia timur,"(Grum-Grshimailo, 1893)",species,,Sesia,,timur,,,Grum_Grshimailo_1893,385,
409,409,Trochilium timur,"Grum-Grshimailo, 1893",species,,Trochilium,,timur,,,Grum_Grshimailo_1893,385,
410,411,Sesia yezoensis,"(Hampson, 1919)",species,,Sesia,,yezoensis,,,Hampson_1919,81,
411,411,Aegeria yezoensis,"Hampson, 1919",species,,Aegeria,,yezoensis,,,Hampson_1919,81,
412,412,Sphecia asamaensis,"Hampson, 1919",species,,Sphecia,,asamaensis,,,Hampson_1919,81,
413,412,Sesia asamaensis,"(Hampson, 1919)",species,,Sesia,,asamaensis,,,Hampson_1919,81,
414,415,Sesia ignicolle,"(Hampson, [1893])",species,,Sesia,,ignicolle,,,Hampson_1893a,189,
415,415,Trochilium ignicolle,"Hampson, [1893]",species,,Trochilium,,ignicolle,,,Hampson_1893a,189,
416,417,Sesia ommatiaeformis,"(Moore, 1891)",species,,Sesia,,ommatiaeformis,,,Moore_1891,16,
417,417,Sphecia ommatiaeformis,"Moore, 1891",species,,Sphecia,,ommatiaeformis,,,Moore_1891,16,
418,418,Sphecia shugnana,"Sheljuzhko, 1943",species,,Sphecia,,shugnana,,,Sheljuzhko_1943,79,
419,418,Sesia shugnana,"(Sheljuzhko, 1943)",species,,Sesia,,shugnana,,,Sheljuzhko_1943,79,
420,420,Sesia spartani,"Eichlin & Taft, 1988",species,,Sesia,,spartani,,,Eichlin_Taft_1988,232,
421,422,Sesia tibiale,"(Harris, 1839)",species,,Sesia,,tibiale,,,Harris_1839,309,
422,422,Trochilium tibiale,"Harris, 1839",species,,Trochilium,,tibiale,,,Harris_1839,309,
423,423,Melittia flavitibia,"Walker, 1856",species,,Melittia,,flavitibia,,not established,Walker_1856,67,unnecessary tibiale Harris 1839
424,423,Sesia flavitibia,"(Walker, 1856)",species,,Sesia,,flavitibia,,not established,Walker_1856,67,
425,425,Trochilium pacificum,"Edwards, 1881",species,,Trochilium,,pacificum,,,Edwards_1881,180,
426,425,Sesia pacificum,"(Edwards, 1881)",species,,Sesia,,pacificum,,,Edwards_1881,180,
427,427,Trochilium californicum,"Neumoegen, 1891",species,,Trochilium,,californicum,,,Neumoegen_1891,108,
428,427,Sesia californicum,"(Neumoegen, 1891)",species,,Sesia,,californicum,,,Neumoegen_1891,108,
